entity/text/news/tweet/38698,0.64438029376810069
entity/text/news/tweet/38948,0.9682773237093576
entity/text/news/tweet/38667,0.65292862509901051
entity/text/news/tweet/38853,0.6722829349821452
entity/text/news/tweet/38616,0.82022339365598329
entity/text/news/tweet/38935,0.52317415206811957
entity/text/news/tweet/38893,0.70741388512336578
entity/text/news/tweet/38797,0.67552052947319852
entity/text/news/tweet/38993,0.51029190667507474
entity/text/news/tweet/38708,0.72435927292698032
entity/text/news/tweet/38897,0.81742389136959914
entity/text/news/tweet/38984,0.72206989185043868
entity/text/news/tweet/38920,0.78540490424061471
entity/text/news/tweet/38583,0.77459666924148329
entity/text/news/tweet/38784,0.6774466466826562
entity/text/news/tweet/38910,0.71507443302023233
entity/text/news/tweet/38914,0.64527383027075824
entity/text/news/tweet/38789,0.54886043019697384
entity/text/news/tweet/38807,0.72299078227930913
entity/text/news/tweet/38841,0.81091772001734685
entity/text/news/tweet/38741,0.74018148000360118
